season,player_name,team,rz_targets,rz_receptions,rz_catch_rate,rz_rec_yards,rz_rec_tds,rz_target_share,rz10_targets,rz10_receptions,rz10_catch_rate,rz10_rec_yards,rz10_rec_tds,rz10_target_share
2019,ross travis,IND,1,0,0.0,0,0,1.5,1,0,0.0,0,0,3.3
2019,john ursua,SEA,1,1,100.0,11,0,1.2,0,0,,0,0,0.0
2019,vita vea,TAM,1,1,100.0,1,1,1.6,1,1,100.0,1,1,2.6
2019,danny vitale,GNB,1,0,0.0,0,0,1.4,1,0,0.0,0,0,3.0
2019,mark walton,MIA,1,0,0.0,0,0,1.4,0,0,,0,0,0.0
2019,deshaun watson,HOU,1,1,100.0,6,1,1.6,1,1,100.0,6,1,4.2
2019,derek watt,LAC,1,0,0.0,0,0,1.4,1,0,0.0,0,0,2.9
2019,trevon wesco,NYJ,1,0,0.0,0,0,2.0,1,0,0.0,0,0,5.6
2019,deandrew white,CAR,1,0,0.0,0,0,1.6,1,0,0.0,0,0,3.3
2019,christian wilkins,MIA,1,1,100.0,1,1,1.4,1,1,100.0,1,1,4.8
2019,jordan wilkins,IND,1,0,0.0,0,0,1.5,0,0,,0,0,0.0
2019,duke williams,BUF,1,1,100.0,7,1,2.1,1,1,100.0,7,1,4.8
2019,luke willson,SEA,1,0,0.0,0,0,1.2,1,0,0.0,0,0,3.1
2019,jeff wilson,SFO,1,0,0.0,0,0,1.4,1,0,0.0,0,0,2.6
2019,tj yeldon,BUF,1,0,0.0,0,0,2.1,0,0,,0,0,0.0
2019,brandon zylstra,CAR,1,1,100.0,3,0,1.6,0,0,,0,0,0.0
2020,davante adams,GNB,28,23,82.14,135,14,37.3,20,17,85.0,81,13,44.4
2020,darren waller,LVR,22,18,81.82,111,6,33.3,11,9,81.82,40,6,26.8
2020,travis kelce,KAN,20,13,65.0,80,9,25.3,13,8,61.54,39,7,26.0
2020,calvin ridley,ATL,20,11,55.0,84,7,26.3,11,5,45.45,26,5,28.2
2020,jimmy graham,CHI,19,13,68.42,85,7,22.4,12,9,75.0,33,6,27.3
2020,adam thielen,MIN,19,16,84.21,115,13,33.9,13,11,84.62,46,10,37.1
2020,mike evans,TAM,18,11,61.11,56,9,23.1,14,9,64.29,39,9,28.6
2020,allen robinson,CHI,18,7,38.89,58,4,21.2,9,4,44.44,15,3,20.5
2020,tyreek hill,KAN,17,12,70.59,58,6,21.5,12,10,83.33,35,6,24.0
2020,jonnu smith,TEN,17,10,58.82,60,8,26.6,9,6,66.67,19,6,29.0
2020,juju smith-schuster,PIT,17,14,82.35,97,6,22.4,8,7,87.5,31,6,21.6
2020,logan thomas,WAS,17,15,88.24,117,6,32.1,7,6,85.71,29,3,35.0
2020,keenan allen,LAC,16,12,75.0,112,7,21.9,6,4,66.67,20,3,17.1
2020,mark andrews,BAL,16,10,62.5,67,4,28.6,9,5,55.56,26,4,27.3
2020,stefon diggs,BUF,16,12,75.0,96,5,20.8,7,5,71.43,25,3,17.1
2020,eric ebron,PIT,16,9,56.25,70,4,21.1,8,5,62.5,28,3,21.6
2020,tyler lockett,SEA,16,12,75.0,63,8,20.0,9,8,88.89,26,7,20.9
2020,dk metcalf,SEA,16,8,50.0,51,5,20.0,10,4,40.0,20,4,23.3
2020,tj hockenson,DET,15,8,53.33,43,6,21.7,9,5,55.56,9,5,30.0
2020,hayden hurst,ATL,15,6,40.0,31,4,19.7,9,5,55.56,23,4,23.1
2020,jarvis landry,CLE,15,10,66.67,60,3,22.7,8,5,62.5,23,3,20.5
2020,brandon aiyuk,SFO,14,9,64.29,45,5,18.7,10,6,60.0,22,5,25.6
2020,amari cooper,DAL,14,4,28.57,19,3,18.2,10,3,30.0,8,2,31.3
2020,russell gage,ATL,14,7,50.0,60,4,18.4,8,3,37.5,23,3,20.5
2020,mike gesicki,MIA,14,5,35.71,48,5,21.9,9,3,33.33,20,3,20.9
2020,rob gronkowski,TAM,14,6,42.86,35,5,17.9,10,5,50.0,23,4,20.4
2020,hunter henry,LAC,14,6,42.86,27,4,19.2,8,5,62.5,22,4,22.9
2020,marvin jones,DET,14,9,64.29,54,4,20.3,5,4,80.0,15,3,16.7
2020,alvin kamara,NOR,14,10,71.43,80,4,18.7,3,3,100.0,2,1,11.1
2020,dalton schultz,DAL,14,9,64.29,68,3,18.2,4,3,75.0,17,2,12.5
2020,tyler boyd,CIN,13,7,53.85,59,3,18.8,7,3,42.86,21,2,21.2
2020,chase claypool,PIT,13,7,53.85,51,4,17.1,9,3,33.33,18,3,24.3
2020,evan engram,NYG,13,5,38.46,39,1,20.6,3,1,33.33,0,0,13.0
2020,deandre hopkins,ARI,13,6,46.15,21,2,21.0,10,5,50.0,11,2,27.8
2020,devante parker,MIA,13,4,30.77,14,3,20.3,8,3,37.5,8,3,18.6
2020,zach pascal,IND,13,6,46.15,44,4,18.3,6,3,50.0,10,2,25.0
2020,robby anderson,CAR,12,6,50.0,37,1,21.8,4,2,50.0,7,0,16.0
2020,aj brown,TEN,12,9,75.0,90,7,18.8,8,5,62.5,28,5,25.8
2020,jared cook,NOR,12,7,58.33,72,5,16.0,4,3,75.0,16,2,14.8
2020,michael gallup,DAL,12,7,58.33,37,3,15.6,5,2,40.0,10,2,15.6
2020,nyheim hines,IND,12,9,75.0,66,2,16.9,4,3,75.0,16,1,16.7
2020,christian kirk,ARI,12,6,50.0,28,4,19.4,10,5,50.0,29,4,27.8
2020,cooper kupp,LAR,12,7,58.33,51,2,22.6,5,2,40.0,5,1,20.8
2020,terry mclaurin,WAS,12,5,41.67,26,1,22.6,4,2,50.0,6,1,20.0
2020,david moore,SEA,12,9,75.0,40,4,15.0,7,6,85.71,14,3,16.3
2020,curtis samuel,CAR,12,10,83.33,76,2,21.8,4,2,50.0,5,0,16.0
2020,emmanuel sanders,NOR,12,9,75.0,64,4,16.0,7,6,85.71,35,3,25.9
2020,dj chark,JAX,11,4,36.36,23,3,17.5,3,2,66.67,8,2,12.5
2020,keke coutee,HOU,11,8,72.73,49,3,14.1,5,5,100.0,26,3,11.9
2020,mike davis,CAR,11,8,72.73,29,2,20.0,5,3,60.0,7,1,20.0
2020,chase edmonds,ARI,11,10,90.91,78,4,17.7,4,4,100.0,21,4,11.1
2020,david johnson,HOU,11,7,63.64,24,2,14.1,5,3,60.0,5,2,11.9
2020,drew sample,CIN,11,4,36.36,35,1,15.9,5,1,20.0,8,1,15.2
2020,robert tonyan,GNB,11,10,90.91,67,7,14.7,7,7,100.0,30,5,15.6
2020,robert woods,LAR,11,10,90.91,68,4,20.8,3,2,66.67,14,2,12.5
2020,nelson agholor,LVR,10,5,50.0,44,2,15.2,8,3,37.5,16,1,19.5
2020,kendrick bourne,SFO,10,7,70.0,63,1,13.3,5,3,60.0,11,0,12.8
2020,marquise brown,BAL,10,7,70.0,44,5,17.9,6,4,66.67,20,4,18.2
2020,keelan cole,JAX,10,5,50.0,37,4,15.9,4,2,50.0,7,2,16.7
2020,brandin cooks,HOU,10,6,60.0,43,1,12.8,5,2,40.0,1,1,11.9
2020,gabriel davis,BUF,10,5,50.0,39,3,13.0,6,3,50.0,17,2,14.6
2020,noah fant,DEN,10,5,50.0,40,2,17.5,4,2,50.0,15,2,14.3
2020,travis fulgham,PHI,10,3,30.0,31,3,17.9,3,2,66.67,13,2,13.6
2020,n'keal harry,NWE,10,6,60.0,40,2,25.0,5,4,80.0,21,2,29.4
2020,tee higgins,CIN,10,8,80.0,52,5,14.5,5,4,80.0,8,4,15.2
2020,ty hilton,IND,10,6,60.0,45,3,14.1,3,3,100.0,18,3,12.5
2020,jacob hollister,SEA,10,6,60.0,42,3,12.5,4,2,50.0,11,2,9.3
2020,justin jefferson,MIN,10,4,40.0,38,3,17.9,8,2,25.0,15,1,22.9
2020,diontae johnson,PIT,10,7,70.0,49,4,13.2,5,3,60.0,12,2,13.5
2020,aaron jones,GNB,10,5,50.0,21,2,13.3,5,3,60.0,14,2,11.1
2020,ceedee lamb,DAL,10,4,40.0,8,2,13.0,6,2,33.33,9,2,18.8
2020,anthony miller,CHI,10,2,20.0,6,0,11.8,4,0,0.0,0,0,9.1
2020,david montgomery,CHI,10,6,60.0,42,1,11.8,4,3,75.0,14,1,9.1
2020,darnell mooney,CHI,10,7,70.0,54,4,11.8,5,3,60.0,14,2,11.4
2020,tim patrick,DEN,10,9,90.0,55,6,17.5,8,7,87.5,45,6,28.6
2020,laviska shenault,JAX,10,6,60.0,45,3,15.9,3,3,100.0,14,2,12.5
2020,sterling shepard,NYG,10,9,90.0,33,3,15.9,4,4,100.0,20,3,17.4
2020,darius slayton,NYG,10,4,40.0,26,1,15.9,6,1,16.67,7,1,26.1
2020,irv smith,MIN,10,7,70.0,49,5,17.9,7,4,57.14,16,4,20.0
2020,michael thomas,NOR,10,6,60.0,30,0,13.3,6,2,33.33,5,0,22.2
2020,mike williams,LAC,10,1,10.0,4,1,13.7,6,1,16.67,4,1,17.1
2020,cole beasley,BUF,9,6,66.67,32,3,11.7,6,4,66.67,18,2,14.6
2020,giovani bernard,CIN,9,7,77.78,51,3,13.0,4,3,75.0,13,2,12.1
2020,tyler eifert,JAX,9,4,44.44,27,2,14.3,3,2,66.67,3,1,12.5
2020,chris godwin,TAM,9,8,88.89,51,6,11.5,7,6,85.71,29,5,14.3
2020,aj green,CIN,9,3,33.33,20,2,13.0,7,2,28.57,10,2,21.2
2020,austin hooper,CLE,9,5,55.56,20,4,13.6,7,4,57.14,14,4,17.9
2020,kareem hunt,CLE,9,7,77.78,45,4,13.6,5,4,80.0,25,4,12.8
2020,dawson knox,BUF,9,5,55.56,27,3,11.7,6,4,66.67,18,3,14.6
2020,dj moore,CAR,9,2,22.22,7,1,16.4,6,1,16.67,7,1,24.0
2020,d'andre swift,DET,9,6,66.67,39,2,13.0,3,2,66.67,12,1,10.0
2020,sammy watkins,KAN,9,5,55.56,36,2,11.4,8,4,50.0,25,2,16.0
2020,jordan akins,HOU,8,4,50.0,42,1,10.3,5,2,40.0,9,0,11.9
2020,trey burton,IND,8,5,62.5,42,3,11.3,3,3,100.0,14,1,12.5
2020,jamison crowder,NYJ,8,5,62.5,35,3,22.9,3,2,66.67,9,2,18.8
2020,jack doyle,IND,8,6,75.0,54,3,11.3,3,2,66.67,13,2,12.5
2020,austin ekeler,LAC,8,7,87.5,41,2,11.0,5,4,80.0,28,2,14.3
2020,leonard fournette,TAM,8,8,100.0,45,0,10.3,3,3,100.0,7,0,6.1
2020,rashard higgins,CLE,8,6,75.0,63,3,12.1,3,2,66.67,9,0,7.7
2020,duke johnson,HOU,8,7,87.5,2,0,10.3,3,2,66.67,-1,0,7.1
2020,julio jones,ATL,8,4,50.0,29,0,10.5,1,0,0.0,0,0,2.6
2020,jd mckissic,WAS,8,5,62.5,37,1,15.1,2,1,50.0,6,1,10.0
2020,greg olsen,SEA,8,4,50.0,35,1,10.0,5,2,40.0,11,1,11.6
2020,michael pittman,IND,8,5,62.5,41,0,11.3,2,1,50.0,6,0,8.3
2020,tony pollard,DAL,8,5,62.5,34,1,10.4,2,2,100.0,11,1,6.3
2020,jordan reed,SFO,8,5,62.5,45,4,10.7,4,3,75.0,14,3,10.3
2020,willie snead,BAL,8,6,75.0,68,3,14.3,4,2,50.0,6,1,12.1
2020,john brown,BUF,7,5,71.43,45,1,9.1,4,2,50.0,3,0,9.8
2020,randall cobb,HOU,7,3,42.86,9,2,9.0,6,2,33.33,7,2,14.3
2020,james conner,PIT,7,4,57.14,18,0,9.2,1,0,0.0,0,0,2.7
2020,corey davis,TEN,7,5,71.43,52,4,10.9,3,2,66.67,13,2,9.7
2020,ezekiel elliott,DAL,7,6,85.71,37,2,9.1,1,1,100.0,6,1,3.1
2020,zach ertz,PHI,7,4,57.14,22,1,12.5,5,3,60.0,11,1,22.7
2020,anthony firkser,TEN,7,4,57.14,26,1,10.9,3,2,66.67,12,1,9.7
2020,larry fitzgerald,ARI,7,4,57.14,26,1,11.3,2,0,0.0,0,0,5.6
2020,will fuller,HOU,7,4,57.14,48,3,9.0,4,1,25.0,6,1,9.5
2020,daesean hamilton,DEN,7,4,57.14,39,1,12.3,1,1,100.0,7,1,3.6
2020,jesse james,DET,7,5,71.43,28,2,10.1,3,2,66.67,14,2,10.0
2020,kyle juszczyk,SFO,7,5,71.43,31,4,9.3,5,4,80.0,22,4,12.8
2020,donald parham,LAC,7,2,28.57,27,2,9.6,4,1,25.0,8,1,11.4
2020,devin singletary,BUF,7,5,71.43,22,0,9.1,0,0,,0,0,0.0
2020,ito smith,ATL,7,5,71.43,4,0,9.2,3,2,66.67,-4,0,7.7
2020,trent taylor,SFO,7,1,14.29,2,0,9.3,3,1,33.33,2,0,7.7
2020,greg ward,PHI,7,7,100.0,42,4,12.5,4,4,100.0,20,4,18.2
2020,james washington,PIT,7,3,42.86,49,3,9.2,2,0,0.0,0,0,5.4
2020,dan arnold,ARI,6,5,83.33,18,3,9.7,3,3,100.0,13,3,8.3
2020,odell beckham,CLE,6,3,50.0,14,1,9.1,5,2,40.0,7,1,12.8
2020,rex burkhead,NWE,6,3,50.0,30,2,15.0,2,1,50.0,7,1,11.8
2020,chris conley,JAX,6,2,33.33,12,1,9.5,3,0,0.0,0,0,12.5
2020,clyde edwards-helaire,KAN,6,3,50.0,20,1,7.6,3,2,66.67,9,1,6.0
2020,myles gaskin,MIA,6,5,83.33,30,1,9.4,4,3,75.0,18,1,9.3
2020,dallas goedert,PHI,6,5,83.33,32,2,10.7,3,3,100.0,10,2,13.6
2020,tyler higbee,LAR,6,6,100.0,29,4,11.3,4,4,100.0,11,4,16.7
2020,adam humphries,TEN,6,4,66.67,42,1,9.4,0,0,,0,0,0.0
2020,cole kmet,CHI,6,3,50.0,28,2,7.1,5,2,40.0,17,1,11.4
2020,allen lazard,GNB,6,6,100.0,37,3,8.0,3,3,100.0,11,3,6.7
2020,isaiah mckenzie,BUF,6,5,83.33,42,3,7.8,2,2,100.0,10,2,4.9
2020,jerick mckinnon,SFO,6,6,100.0,38,1,8.0,2,2,100.0,12,1,5.1
2020,jeremy mcnichols,TEN,6,4,66.67,22,0,9.4,1,1,100.0,2,0,3.2
2020,david njoku,CLE,6,3,50.0,16,2,9.1,4,1,25.0,1,1,10.3
2020,breshad perriman,NYJ,6,1,16.67,15,1,17.1,1,0,0.0,0,0,6.3
2020,hunter renfrow,LVR,6,4,66.67,31,2,9.1,3,2,66.67,7,1,7.3
2020,adam shaheen,MIA,6,3,50.0,14,3,9.4,6,3,50.0,14,3,14.0
2020,tre'quan smith,NOR,6,3,50.0,31,3,8.0,1,1,100.0,2,1,3.7
2020,durham smythe,MIA,6,4,66.67,13,2,9.4,4,3,75.0,7,2,9.3
2020,marquez valdes-scantling,GNB,6,2,33.33,15,2,8.0,1,1,100.0,1,1,2.2
2020,james white,NWE,6,5,83.33,13,1,15.0,3,3,100.0,6,1,17.6
2020,preston williams,MIA,6,3,50.0,15,3,9.4,5,3,60.0,15,3,11.6
2020,cedrick wilson,DAL,6,4,66.67,18,0,7.8,3,2,66.67,8,0,9.4
2020,jeff wilson,SFO,6,3,50.0,38,2,8.0,2,1,50.0,3,1,5.1
2020,jason witten,LVR,6,4,66.67,16,2,9.1,4,3,75.0,6,2,9.8
2020,mo alie-cox,IND,5,3,60.0,16,2,7.0,2,1,50.0,1,1,8.3
2020,danny amendola,DET,5,3,60.0,34,0,7.2,2,0,0.0,0,0,6.7
2020,le'veon bell,KAN,5,3,60.0,-2,0,6.3,2,0,0.0,0,0,4.0
2020,miles boykin,BAL,5,2,40.0,10,2,8.9,4,2,50.0,10,2,12.1
2020,antonio brown,TAM,5,4,80.0,36,1,6.4,3,2,66.67,10,0,6.1
2020,harrison bryant,CLE,5,4,80.0,21,3,7.6,4,3,75.0,12,3,10.3
2020,chris carson,SEA,5,4,80.0,45,3,6.3,3,2,66.67,8,1,7.0
2020,gerald everett,LAR,5,2,40.0,28,1,9.4,3,0,0.0,0,0,12.5
2020,troy fumagalli,DEN,5,3,60.0,13,1,8.8,3,2,66.67,5,1,10.7
2020,kenny golladay,DET,5,4,80.0,36,2,7.2,2,2,100.0,6,0,6.7
2020,jalen guyton,LAC,5,2,40.0,19,1,6.8,2,0,0.0,0,0,5.7
2020,jerry jeudy,DEN,5,0,0.0,0,0,8.8,2,0,0.0,0,0,7.1
2020,collin johnson,JAX,5,1,20.0,4,1,7.9,4,1,25.0,4,1,16.7
2020,tyler kroft,BUF,5,5,100.0,25,3,6.5,3,3,100.0,7,3,7.3
2020,dion lewis,NYG,5,4,80.0,12,1,7.9,1,1,100.0,7,1,4.3
2020,jakobi meyers,NWE,5,3,60.0,19,0,12.5,2,0,0.0,0,0,11.8
2020,jalen reagor,PHI,5,4,80.0,14,1,8.9,1,1,100.0,2,1,4.5
2020,josh reynolds,LAR,5,3,60.0,28,1,9.4,3,1,33.33,4,1,12.5
2020,demarcus robinson,KAN,5,2,40.0,10,1,6.3,2,1,50.0,1,1,4.0
2020,james robinson,JAX,5,5,100.0,47,3,7.9,3,3,100.0,16,1,12.5
2020,kyle rudolph,MIN,5,2,40.0,9,1,8.9,3,1,33.33,3,1,8.6
2020,boston scott,PHI,5,3,60.0,25,1,8.9,2,1,50.0,6,0,9.1
2020,golden tate,NYG,5,4,80.0,24,1,7.9,2,1,50.0,4,0,8.7
2020,kalen ballage,LAC,4,2,50.0,12,0,5.5,0,0,,0,0,0.0
2020,chad beebe,MIN,4,3,75.0,21,1,7.1,1,1,100.0,10,1,2.9
2020,braxton berrios,NYJ,4,4,100.0,26,1,11.4,3,3,100.0,10,0,18.8
2020,cameron brate,TAM,4,3,75.0,11,2,5.1,3,2,66.67,8,2,6.1
2020,malcolm brown,LAR,4,2,50.0,1,0,7.5,1,0,0.0,0,0,4.2
2020,pharaoh brown,HOU,4,4,100.0,36,2,5.1,2,2,100.0,13,1,4.8
2020,will dissly,SEA,4,2,50.0,29,2,5.0,2,1,50.0,10,1,4.7
2020,julian edelman,NWE,4,1,25.0,6,0,10.0,2,0,0.0,0,0,11.8
2020,darren fells,HOU,4,2,50.0,11,2,5.1,2,2,100.0,11,2,4.8
2020,isaiah ford,MIA,4,3,75.0,18,0,6.3,2,2,100.0,10,0,4.7
2020,wayne gallman,NYG,4,4,100.0,1,0,6.3,0,0,,0,0,0.0
2020,melvin gordon,DEN,4,1,25.0,16,1,7.0,2,0,0.0,0,0,7.1
2020,jakeem grant,MIA,4,3,75.0,7,1,6.3,2,1,50.0,3,1,4.7
2020,kj hamler,DEN,4,2,50.0,2,1,7.0,2,1,50.0,1,1,7.1
2020,darrell henderson,LAR,4,3,75.0,20,1,7.5,1,1,100.0,2,0,4.2
2020,chris herndon,NYJ,4,2,50.0,17,2,11.4,3,1,33.33,6,1,18.8
2020,tyler johnson,TAM,4,2,50.0,8,2,5.1,4,2,50.0,8,2,8.2
2020,ronald jones,TAM,4,1,25.0,9,0,5.1,2,0,0.0,0,0,4.1
2020,zay jones,LVR,4,2,50.0,21,1,6.1,3,1,33.33,6,0,7.3
2020,marcedes lewis,GNB,4,3,75.0,24,3,5.3,3,2,66.67,6,2,6.7
2020,latavius murray,NOR,4,3,75.0,14,0,5.3,0,0,,0,0,0.0
2020,albert okwuegbunam,DEN,4,2,50.0,20,1,7.0,3,1,33.33,9,1,10.7
2020,samaje perine,CIN,4,4,100.0,16,0,5.8,0,0,,0,0,0.0
2020,damion ratley,NYG,4,0,0.0,0,0,6.3,1,0,0.0,0,0,4.3
2020,jalen richard,LVR,4,3,75.0,13,0,6.1,1,1,100.0,2,0,2.4
2020,freddie swain,SEA,4,3,75.0,24,1,5.0,1,0,0.0,0,0,2.3
2020,auden tate,CIN,4,0,0.0,0,0,5.8,0,0,,0,0,0.0
2020,jonathan taylor,IND,4,3,75.0,4,0,5.6,0,0,,0,0,0.0
2020,isaiah wright,WAS,4,3,75.0,22,0,7.5,2,1,50.0,8,0,10.0
2020,ameer abdullah,MIN,3,2,66.67,10,1,5.4,2,1,50.0,4,1,5.7
2020,jamal agnew,DET,3,2,66.67,10,0,4.3,0,0,,0,0,0.0
2020,alex armah,CAR,3,2,66.67,14,0,5.5,2,1,50.0,0,0,8.0
2020,blake bell,DAL,3,2,66.67,12,0,3.9,1,0,0.0,0,0,3.1
2020,devontae booker,LVR,3,3,100.0,6,0,4.5,2,2,100.0,2,0,4.9
2020,nick boyle,BAL,3,3,100.0,23,2,5.4,2,2,100.0,12,2,6.1
2020,marquez callaway,NOR,3,2,66.67,16,0,4.0,0,0,,0,0,0.0
2020,quintez cephus,DET,3,0,0.0,0,0,4.3,3,0,0.0,0,0,10.0
2020,river cracraft,SFO,3,2,66.67,11,0,4.0,1,0,0.0,0,0,2.6
2020,deejay dallas,SEA,3,3,100.0,9,1,3.8,1,1,100.0,2,1,2.3
2020,ross dwelley,SFO,3,2,66.67,17,1,4.0,2,1,50.0,1,0,5.1
2020,royce freeman,DEN,3,3,100.0,20,0,5.3,0,0,,0,0,0.0
2020,antonio gibson,WAS,3,2,66.67,12,0,5.7,1,0,0.0,0,0,5.0
2020,cj ham,MIN,3,1,33.33,12,1,5.4,0,0,,0,0,0.0
2020,mecole hardman,KAN,3,3,100.0,18,2,3.8,2,2,100.0,11,2,4.0
2020,demetrius harris,CHI,3,1,33.33,6,0,3.5,1,0,0.0,0,0,2.3
2020,deonte harris,NOR,3,3,100.0,14,1,4.0,1,1,100.0,4,1,3.7
2020,khadarel hodge,CLE,3,3,100.0,29,0,4.5,1,1,100.0,4,0,2.6
2020,oj howard,TAM,3,2,66.67,12,1,3.8,1,1,100.0,9,1,2.0
2020,alec ingold,LVR,3,2,66.67,3,1,4.5,3,2,66.67,3,1,7.3
2020,andy isabella,ARI,3,2,66.67,17,2,4.8,1,1,100.0,4,1,2.8
2020,josh jacobs,LVR,3,0,0.0,0,0,4.5,1,0,0.0,0,0,2.4
2020,van jefferson,LAR,3,1,33.33,7,1,5.7,2,1,50.0,7,1,8.3
2020,george kittle,SFO,3,2,66.67,7,1,4.0,3,2,66.67,7,1,7.7
2020,austin mack,NYG,3,1,33.33,8,0,4.8,1,1,100.0,8,0,4.3
2020,lesean mccoy,TAM,3,2,66.67,8,0,3.8,0,0,,0,0,0.0
2020,scott miller,TAM,3,3,100.0,35,1,3.8,0,0,,0,0,0.0
2020,joe mixon,CIN,3,2,66.67,9,1,4.3,2,1,50.0,9,1,6.1
2020,gabe nabers,LAC,3,2,66.67,6,2,4.1,2,2,100.0,6,2,5.7
2020,brandon powell,ATL,3,2,66.67,13,2,3.9,2,2,100.0,13,2,5.1
2020,byron pringle,KAN,3,3,100.0,19,1,3.8,2,2,100.0,7,1,4.0
2020,patrick ricard,BAL,3,3,100.0,8,1,5.4,3,3,100.0,8,1,9.1
2020,richard rodgers,PHI,3,2,66.67,37,1,5.4,0,0,,0,0,0.0
2020,cam sims,WAS,3,2,66.67,11,0,5.7,2,1,50.0,5,0,10.0
2020,kaden smith,NYG,3,1,33.33,2,0,4.8,1,1,100.0,2,0,4.3
2020,lee smith,BUF,3,2,66.67,5,2,3.9,3,2,66.67,5,2,7.3
2020,jace sternberger,GNB,3,3,100.0,16,1,4.0,2,2,100.0,4,1,4.4
2020,chris thompson,JAX,3,2,66.67,16,1,4.8,0,0,,0,0,0.0
2020,ian thomas,CAR,3,2,66.67,13,1,5.5,1,1,100.0,2,1,4.0
2020,adam trautman,NOR,3,3,100.0,19,1,4.0,2,2,100.0,15,1,7.4
2020,laquon treadwell,ATL,3,2,66.67,14,2,3.9,3,2,66.67,14,2,7.7
2020,nick vannett,DEN,3,2,66.67,17,1,5.3,2,1,50.0,2,1,7.1
2020,jamaal williams,GNB,3,3,100.0,8,1,4.0,2,2,100.0,3,1,4.4
2020,maxx williams,ARI,3,3,100.0,18,1,4.8,3,3,100.0,18,1,8.3
2020,cam akers,LAR,2,2,100.0,6,1,3.8,2,2,100.0,6,1,8.3
2020,saquon barkley,NYG,2,1,50.0,7,0,3.2,1,0,0.0,0,0,4.3
2020,noah brown,DAL,2,2,100.0,15,0,2.6,0,0,,0,0,0.0
2020,dez bryant,BAL,2,2,100.0,19,2,3.6,1,1,100.0,8,1,3.0
2020,damiere byrd,NWE,2,1,50.0,8,0,5.0,1,0,0.0,0,0,5.9
2020,austin carr,NOR,2,1,50.0,11,1,2.7,0,0,,0,0,0.0
2020,nick chubb,CLE,2,2,100.0,11,0,3.0,1,1,100.0,8,0,2.6
2020,tarik cohen,CHI,2,2,100.0,-5,0,2.4,1,1,100.0,-8,0,2.3
2020,tevin coleman,SFO,2,2,100.0,10,0,2.7,0,0,,0,0,0.0
2020,dalvin cook,MIN,2,2,100.0,16,0,3.6,1,1,100.0,3,0,2.9
2020,kenyan drake,ARI,2,1,50.0,3,0,3.2,0,0,,0,0,0.0
2020,devin duvernay,BAL,2,2,100.0,7,0,3.6,1,1,100.0,0,0,3.0
2020,devonta freeman,NYG,2,2,100.0,-6,0,3.2,2,2,100.0,-6,0,8.7
2020,frank gore,NYJ,2,1,50.0,6,0,5.7,0,0,,0,0,0.0
2020,marvin hall,DET,2,0,0.0,0,0,2.9,1,0,0.0,0,0,3.3
2020,john hightower,PHI,2,1,50.0,-2,0,3.6,0,0,,0,0,0.0
2020,justice hill,BAL,2,2,100.0,7,0,3.6,1,1,100.0,3,0,3.0
2020,chris hogan,NYJ,2,0,0.0,0,0,5.7,2,0,0.0,0,0,12.5
2020,mack hollins,MIA,2,1,50.0,11,1,3.1,1,0,0.0,0,0,2.3
2020,mark ingram,BAL,2,1,50.0,4,0,3.6,0,0,,0,0,0.0
2020,dontrelle inman,WAS,2,2,100.0,28,2,3.8,0,0,,0,0,0.0
2020,desean jackson,PHI,2,0,0.0,0,0,3.6,0,0,,0,0,0.0
2020,richie james,SFO,2,2,100.0,14,0,2.7,1,1,100.0,5,0,2.6
2020,alshon jeffery,PHI,2,1,50.0,15,1,3.6,1,0,0.0,0,0,4.5
2020,jakob johnson,NWE,2,2,100.0,1,1,5.0,1,1,100.0,1,1,5.9
2020,kerryon johnson,DET,2,1,50.0,9,1,2.9,1,1,100.0,9,1,3.3
2020,keesean johnson,ARI,2,1,50.0,7,0,3.2,2,1,50.0,7,0,5.6
2020,joshua kelley,LAC,2,2,100.0,1,0,2.7,1,1,100.0,-7,0,2.9
2020,vance mcdonald,PIT,2,2,100.0,5,0,2.6,1,1,100.0,2,0,2.7
2020,denzel mims,NYJ,2,0,0.0,0,0,5.7,1,0,0.0,0,0,6.3
2020,steven mitchell,HOU,2,2,100.0,14,0,2.6,1,1,100.0,2,0,2.4
2020,zack moss,BUF,2,1,50.0,4,1,2.6,2,1,50.0,4,1,4.9
2020,ryan nall,CHI,2,2,100.0,8,1,2.4,1,1,100.0,6,1,2.3
2020,cordarrelle patterson,CHI,2,2,100.0,13,0,2.4,0,0,,0,0,0.0
2020,troymaine pope,LAC,2,2,100.0,10,0,2.7,1,1,100.0,4,0,2.9
2020,mycole pruitt,TEN,2,1,50.0,1,1,3.1,2,1,50.0,1,1,6.5
2020,henry ruggs,LVR,2,0,0.0,0,0,3.0,2,0,0.0,0,0,4.9
2020,deebo samuel,SFO,2,2,100.0,20,1,2.7,1,1,100.0,6,1,2.6
2020,mohamed sanu,2TM,2,2,100.0,23,1,,0,0,,0,0,
2020,steven sims,WAS,2,2,100.0,20,1,3.8,1,1,100.0,3,1,5.0
2020,jeff smith,NYJ,2,0,0.0,0,0,5.7,2,0,0.0,0,0,12.5
2020,benny snell,PIT,2,0,0.0,0,0,2.6,2,0,0.0,0,0,5.4
2020,geoff swaim,TEN,2,2,100.0,21,1,3.1,1,1,100.0,5,1,3.2
2020,darwin thompson,KAN,2,2,100.0,11,1,2.5,1,1,100.0,8,1,2.0
2020,cj uzomah,CIN,2,1,50.0,6,0,2.9,1,0,0.0,0,0,3.0
